ÃÄ«~¥N½X,ÃÄ«~¦WºÙ,¼Æ¶q
A003794100,EPHEDRINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A003840100,DIMETHICONE 20MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM OXIDE 200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A003851100,RIFAMPICIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 150.00 MG,0
A003867209,BUTYLSCOPOLAMINE ¡A ª`®g¾¯ ¡A 20.00 MG,0
A003871417,ERYTHROMYCIN¡A²´¦Õ»ó¥Î³n»I¡A 10.00  MG/GM¡A3.50 GM,0
A003881209,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 5.00 MG,0
A003903100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A003911100,AMINOPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,6969.5
A003941421,NAPHAZOLINE ¡A ²´¥Î²G¾¯ ¡A 0.03  MG/ML ¡A 5.00 ML,0
A003948417,ATROPINE ¡A ²´¦Õ»ó¥Î³n»I ¡A 10.00  MG/GM ¡A 3.50 GM,0
A003954212,LIDOCAINE ¡A ª`®g¾¯ ¡A 20.00 MG,0
A003956100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A003968421,SULFAMETHOXAZOLE ¡A ²´¥Î²G¾¯ ¡A 40.00  MG/ML ¡A 5.00 ML,0
A003976100,BISMUTH SUBCARBONATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 324.00 MG,0
A003994421,NAPHAZOLINE 0.03MG/ML + CHONDROITIN 30MG/ML¡A ²´¥Î²G¾¯¡A 5.00ML,0
A004001421,PILOCARPINE ¡A ²´¥Î²G¾¯ ¡A 40.00  MG/ML ¡A 5.00 ML,82
A004042100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,8675.5
A004044100,VITAMIN B1 (THIAMINE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
A004068429,SODIUM CHLORIDE 5.5MG/ML+POTASSIUM CHLORIDE 1.6MG/ML+SODIUM PHOSPHATE MONOBASIC (=MONOSODIUM PHOSPHATE) 1.8MG/ML+BORIC ACID 0.012MG/ML+BENZALKONIUM CHLORIDE 0.05MG/ML+SODIUM CARBONATE ANHYDROUS 0.6MG/ML¡A²´¥Î²G¾¯¡A10.00ML,202798.1
A004073221,TRIAMCINOLONE ¡A ª`®g¾¯ ¡A 50.00 MG,104.5
A004073299,TRIAMCINOLONE ¡A ª`®g¾¯ ¡A 10.00 MG,9203.4
A004099100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,0
A004156417,VITAMIN A ¡A ²´¦Õ»ó¥Î³n»I ¡A 5000 IU/GM ¡A 3.5 GM,0
A004166421,DEXAMETHASONE SODIUM PHOSPHATE 1MG/ML + NEOMYCIN 5MG/ML¡A ²´¥Î²G¾¯¡A 5.00ML,0
A004189100,RESERPINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MCG,9
A004211100,PYRIDOXINE HCL 2.000MG + VITAMIN A ACETATE 4000.000IU + NIACINAMIDE (=NICOTINAMIDE) 20.000MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + CYANOCOBALAMIN (=VIT B12) 5.000MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A004219100,BROMHEXINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 8.00 MG,71801.5
A004220100,ALUMINUM HYDROXIDE 230MG + MAGNESIUM HYDROXIDE 85MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A004221100,METHIMAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
A004222100,BETAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,0
A004247100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004249100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004255100,ERYTHROMYCIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,1404
A004263100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,33349.7
A004276100,TRICHLORMETHIAZIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,0
A004280100,DICLOXACILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004287100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004300100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A004322229,VITAMIN B1 100MG/ML + VITAMIN B2 5MG/ML + VITAMIN B6 5MG/ML + NICOTINAMIDE 50MG/ML + PANTOTHENIC ACID 5MG/ML¡A ª`®g¾¯¡A 10.00ML,0
A004414100,VITAMIN B1 50MG + VITAMIN B2 2-5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A004417100,VITAMIN B1 50MG + VITAMIN B2 5MG + VITAMIN B6 5MG + VITAMIN B12 10MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A004423100,ESTROGEN CONJUGATED ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 1250.00 MCG,0
A004461100,OXELADIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 20.00 MG,5457
A004462100,DEXAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,0
A004488421,AZULENE ¡A ²´¥Î²G¾¯ ¡A 0.20  MG/ML ¡A 5.00 ML,0
A004490417,CHLORAMPHENICOL ¡A ²´¦Õ»ó¥Î³n»I ¡A 10.00  MG/GM ¡A 3.50 GM,0
A004491417,COLISTIN 5MG/GM + ERYTHROMYCIN LACTOBIONATE 5MG/GM¡A ²´¦Õ»ó¥Î³n»I¡A 3.50GM,403
A004506100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A004517100,FERROUS FUMARATE 75.000MG + NIACINAMIDE (=NICOTINAMIDE) 2.500MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 0.500MG + RIBOFLAVIN (=VIT B2) 0.500MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 0.170MCG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A004565209,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 4.00 MG,0
A004565229,DEXAMETHASONE ¡A ª`®g¾¯ ¡A 40.00 MG,0
A004643100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
A004648100,DEXAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,13520
A004649321,TRIAMCINOLONE 1MG/GM + NEOMYCIN 5MG/GM¡A ¥~¥Î³n»I¾¯¡A 5.00GM,0
A004670100,VITAMIN C (=ASCORBIC ACID) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
A004687100,RIFAMPICIN¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,0
A004704100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,587233.9
A004720100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,0
A004722100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A004737100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A0047371G0,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A004739100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A004766100,MECLIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A004813100,ACETYLSALICYLIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 81-325¡AMG,110
A004828100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A004835100,DIMETHICONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,258376.6
A004853209,PERPHENAZINE ¡A ª`®g¾¯ ¡A 2.00 MG,15
A004857100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004864299,LIDOCAINE ¡A ª`®g¾¯ ¡A 20.00 MG,0
A0048991G0,CINNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A004919100,SULFAMETHOXAZOLE 400MG + TRIMETHOPRIM 80MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A004928372,BETAMETHASONE 1MG/GM + NEOMYCIN 5MG/GM + NYLIDRIN 1MG/GM + DIPHENYLPYRALINE 1MG/GM¡A ¥~¥Î³n»I¾¯¡A 450.00GM,0
A004932238,VITAMIN B1 2.5MG/ML + VITAMIN B6 5MG/ML + VITAMINE B12 50MCG/ML¡A ª`®g¾¯¡A 20.00ML,0
A004951209,ATROPINE ¡A ª`®g¾¯ ¡A 1.00 MG,0
A004957100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004963100,TETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A004973321,BETAMETHASONE 0.5MG/GM + NEOMYCIN 3.5MG/GM¡A ¥~¥Î³n»I¾¯¡A 5.00GM,188001.4
A004974416,BETAMETHASONE 1MG/GM + NEOMYCIN 3.5MG/GM¡A ²´¦Õ»ó¥Î³n»I¡A 3.00GM,228
A004975416,BETAMETHASONE 1MG/ML + NEOMYCIN 3.5MG/ML¡A ²´¥Î²G¾¯¡A 3.00ML,730
A004977421,VITAMIN B12 (=CYANOCOBALAMIN) ¡A ²´¥Î²G¾¯ ¡A 0.20  MG/ML ¡A 5.00 ML,139877.2
A004977429,VITAMIN B12 (=CYANOCOBALAMIN) ¡A ²´¥Î²G¾¯ ¡A 0.20  MG/ML ¡A 10.00 ML,23944
A004995100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005021100,VITAMIN B2 (=RIBOFLAVIN) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A005022100,HYDRALAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A005024100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 7.67 - 10.00 MG,0
A005040100,AMINOPHYLLINE 25MG + CHLORPHENIRAMINE 2MG + EPHEDRINE 5MG + GUAIFENESIN 20MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005045100,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A0050451G0,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005051100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A005062100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005075100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A005135100,DIAZEPAM ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
A005185100,TRIAMCINOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,379
A005191100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A005225100,COLCHICINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500-650 MCG,274764
A005227100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
A005232100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,98927
A005243238,KANAMYCIN ¡A ª`®g¾¯ ¡A 5000.00 MG,0
A005249100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005266100,HYDRALAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A005286100,DEXAMETHASONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MCG,0
A005291100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A005305100,SALBUTAMOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A005313100,MEPENZOLATE 7.5MG + PHENOBARBITAL 15MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005353100,AMOXICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A005354100,AMOXICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005359100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005412100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,0
A005431100,NALIDIXIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A005445100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,20
A005446100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005454100,TRIAMCINOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A005483212,DIPROPHYLLINE ¡A ª`®g¾¯ ¡A 300.00 MG,0
A005508100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A005515100,AMINOPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
A005517100,INDOMETHACIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A005519100,§tANTIHISTAMINE©ÎNASAL DECONGESTANT¤§½Æ¤è»s¾¯¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A005592417,CHLORTETRACYCLINE¡A²´¦Õ»ó¥Î³n»I¡A10.00  MG/GM¡A3.50 GM,0
A005592421,CHLORTETRACYCLINE¡A²´¦Õ»ó¥Î³n»I¡A10.00  MG/GM¡A5.00 GM,0
A005612100,SCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A005662135,DIMETHICONE 250MG/ML + MAGALDRATE 375MG/ML¡A ¤ºªA²G¾¯¡A 15.00ML,0
A005669100,AMINOPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
A005691100,ERGOTAMINE 1MG + CAFFEINE 100MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005698100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,0
A005708100,OPIUM 2.5MG + GLYCYRRHIZIC ACID 0.48ML + CAMPHOR 1.5MG + BENZOIC ACID 2.5MG + ANISE 2MCL¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005712100,DIPROPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
A005721100,ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A005723100,VITAMIN B6 (=PYRIDOXINE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 50.00 MG,0
A005737100,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 2.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 1.000MG + CYANOCOBALAMIN (=VIT B12) 1.000MCG + PANTOTHENATE CALCIUM 2.000MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A005749100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 30.00 MG,0
A005753212,VITAMIN B1 (THIAMINE) ¡A ª`®g¾¯ ¡A 100.00 MG,0
A005789100,GUAIFENESIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,11113.8
A005807100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2197.5
A005811100,OXETHAZAINE 5MG + POLYMIGEL 244MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A0058111G0,OXETHAZAINE 5MG + POLYMIGEL 244MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A005812100,HOMOCHLORCYCLIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A005813100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
A0058131G0,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,30
A005827100,AMINOPHYLLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,8661.5
A005833100,GUAIFENESIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
A005838100,NIACINAMIDE (=NICOTINAMIDE) 20.000MG + THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG + RIBOFLAVIN (=VIT B2) 2.000MG + PYRIDOXINE HCL 2.000MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A005874209,MEPERIDINE ¡A ª`®g¾¯ ¡A 50.00 MG,0
A005896209,METOCLOPRAMIDE ¡A ª`®g¾¯ ¡A 5.00 MG,0
A005925100,BETAHISTINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 6.00 MG,0
A005945100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,364
A005986100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,0
A005987100,TRIMETOQUINOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.00 MG,0
A006003100,ERGONOVINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MCG,0
A006006100,MEFENAMIC ACID ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A006087100,ALUMINUM MAGNESIUM SILICATE 147MG + CHLOROPHYLL SODIUM COPPER 0.5MG + GLYCINE 10MG + GLYCYRRHIZIC ACID 35MG + MAGNESIUM CARBONAT 10MG + PIPERIDOLATE 1.5MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A006171100,CINNARIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A006172100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A006187417,DEXAMETHASONE SODIUM PHOSPHATE 0.5MG/GM + NEOMYCIN 3.5MG/GM¡A ²´¦Õ»ó¥Î³n»I¡A 3.50GM,0
A006194100,PROPRANOLOL ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,4804
A006228100,CLOPERASTINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A006232100,CHLORZOXAZONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,0
A006233100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,0
A006245100,CHLORMEZANONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,2325
A006271100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,35362925
A006316100,DEXTROMETHORPHAN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 15.00 MG,75
A006344100,BUTYLSCOPOLAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,63
A006393100,VITAMIN B6 (=PYRIDOXINE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A006486100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 2.00 MG,0
A006543100,PREDNISOLONE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,0
A006551100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,0
A006552100,CHLORPHENIRAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,79881.5
A006553100,ALUMINUM HYDROXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 324.00 MG,0
A006562100,THEOPHYLLINE 130MG + EPHEDRINE 24MG + PHENOBARBITAL 8MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,0
A006602100,METHIONINE DL- 25.000MG + NIACINAMIDE (=NICOTINAMIDE) 10.000MG + FOLIC ACID 0.250MG + PANTOTHENATE CALCIUM 5.000MG + TOCOPHEROL ALPHA- 1.000MG + MENADIONE (=VIT K3) 0.200MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A006611329,NEOMYCIN ¡A ¥~¥Î³n»I¾¯ ¡A 5.00  MG/GM ¡A 10.00 GM,0
A006611340,NEOMYCIN ¡A ¥~¥Î³n»I¾¯ ¡A 5.00  MG/GM ¡A 25.00 GM,0
A006611342,NEOMYCIN ¡A ¥~¥Î³n»I¾¯ ¡A 5.00  MG/GM ¡A 28.00 GM,0
A006611399,NEOMYCIN ¡A ¥~¥Î³n»I¾¯ ¡A 5.00  MG/GM ¡A 1.00 GM,0
A006618100,MECLIZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,51925.5
A006629100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 500.00 MG,0
A006649100,homatropine 1-1.25mg + aluminum hydroxide 0-300mg¡A ¤@¯ë¿õ¾¯½¦Ån¾¯,0
A006677100,VALETHAMATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A006696100,DICYCLOMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,4745.5
A006747100,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A0067471G0,CEPHALEXIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A006749209,BETAMETHASONE ¡A ª`®g¾¯ ¡A 4.00 MG,8
A006761100,DIASTASE 120MG + PANCREATIN 120MG + PEPSIN 60MG¡A ¤@¯ë¿õ¾¯½¦Ån¾¯¡A,16883
A006774212,SCOPOLAMINE ¡A ª`®g¾¯ ¡A 40.00 MG,0
A006784212,THIAMINE HCL (=THIAMINE CHLORIDE HYDROCHLORIDE) 5.000MG/ML + NIACINAMIDE (=NICOTINAMIDE) 10.000MG/ML + RIBOFLAVIN PHOSPHATE 0.250MG/ML + PYRIDOXINE HCL 0.500MG/ML + ASCORBIC ACID (=VIT C) 25.000MG/ML¡A ª`®g¾¯,0
A006795100,MAGNESIUM OXIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2673696.3
A006817100,DEHYDROCHOLIC ACID 5MG + THIOCTIC ACID AMIDE 5MG + NIACINAMIDE 15MG + THIAMINE MONONITRATE 5MG + RIBOFLAVIN 2MG + PYRIDOXINE HCL 1MG +  CYANOCOBALAMIN 1MG + OROTIC ACID 30MG + PANTOTHENATE CALCIUM + 10MG + INOSITOL 5MG + ASCORBIC ACID 10MG¡A¤@¯ë¿õ¾¯½¦Ån¾¯,0
A006821100,AMPICILLIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A006822100,CHLORPROMAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,239
A006851100,ACETAMINOPHEN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 300.00 MG,0
A006865100,CLOFIBRATE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 200.00 MG,690
A006932209,CHLORAMPHENICOL ¡A ª`®g¾¯ ¡A 1000.00 MG,0
A006943100,TETRACYCLINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,2784
A006987100,BENZYDAMINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A007014100,VITAMIN B6 (=PYRIDOXINE) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 10.00 MG,0
A007024100,METRONIDAZOLE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 250.00 MG,0
A007037100,CYPROHEPTADINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 4.00 MG,1996.6
A007038100,PROCHLORPERAZINE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 5.00 MG,1587
A007062100,FUROSEMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 40.00 MG,0
A007067100,METOCLOPRAMIDE ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 3.84-5.00 MG,2689
A007073100,INDOMETHACIN ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 25.00 MG,0
A007074100,VITAMIN C (=ASCORBIC ACID) ¡A ¤@¯ë¿õ¾¯½¦Ån¾¯ ¡A 100.00 MG,0
A007096229,VITAMIN B12 ¡A ª`®g¾¯ ¡A 10000.00 MCG,0
